Images,Spell Name,Page,Source,Foundry Tag,Unnamed: 5,Tag ABRV,Tag,Theme,Class,New Class,Subclass,Level,School,School ABRV,Description,Notes,Clarification,Table,Scaling,Scaling Level,Scaling Modifier,Scaling Effect,Scaling Dice Count,Scaling Dice Type,Fixed Value,Flavor,Alternative Flavor,Quotes,Anomaly Effect,Modifier Details,Modifier Type,Modifier Subtype,Modifier Dice Count,Modifier Dice Type,Modifier Fixed Value,Modifier Use Primary Stat,Modifier Duration,Modifier Duration Unit,Damage,Damage Type,Old Damage Type,Old Type,Condition,Saving Throw,Success,Fail,Skill Check,Ability Check,DC,Ritual,Techno Magic,Casting Time,Casting Unit,Casting Type,Trigger,Duration,Duration Type,Duration Amount,Duration Unit,Up To,Concentration,Range,Range Type,Range Unit,Range Distance,Area,Area Type,Area ABRV,Area Unit,Area Distance,Components,Components ABVR,Component Description (Material),Component Description (Somatic),Component Description (Verbal),Terrain,Terrain Effect,Consecrated / Desecrated,Cost,Acquisition Note,Permit,Blood Pact,Blood Pact Effect,Arcane Strain,References SRD,Image Url,DDB,WA,LLM Class
,Cauterize Through Time,0.0,ORIO,Grants Advantage,Grants Advantage,ADV,,,"Warlock, Sorceror",Parascientist,,0-Cantrip,Evocation,V,"You snap your fingers through folded chronology, sending a burning ripple backward into a wound that never had time to close.
Choose one creature within range. Make a ranged spell attack. On a hit, the target takes 1d6 pyric damage (a combination of radiant and fire), and must succeed on a Constitution saving throw or suffer Disadvantage on their next Concentration check before the end of your next turn.",,,,,,,,,,,"
- 5th level – 2d6 damage
- 11th level – 3d6 damage
- 17th level – 4d6 damage",,,,must succeed on a Constitution saving throw,4.0,3.0,,,,,,,1d6,pyric,Fire,,,,,,,,,False,False,Action,1.0,Action,,1 rounds,,1.0,Rounds,False,False,30 feet,Point,30.0,Feet,,,,,,Somatic,S,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/cauterize%20through%20time.png,3137211.0,,"Sorcerer, Wizard"
,Ceiling Watcher,0.0,ORIO,Modifies AC,Modifies AC,MAC,,,"Bard, Cleric",Scourge,,0-Cantrip,Illusion,I,"A barely visible eye- like shape appears on a ceiling, wall, or corner of a room. The illusion remains for the duration but does not actually perceive anything. Creatures unfamiliar with the spell must make a Wisdom (Perception) check to determine that it is not real. If they fail, they instinctively avoid looking at it or standing beneath it.",,,,,,,,,,,,,,,creatures unfamiliar with the spell must make a Wisdom (Perception) check,4.0,5.0,,,-,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 minutes,,1.0,Minutes,False,False,20 feet,Point,20.0,Feet,,,,,,"Somatic, Verbal, Material","V, S, R",a reflective surface,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/ceiling%20watcher.png,3137213.0,,"Bard, Sorcerer, Wizard"
,Cerulean Incantation of Pride,0.0,ORIO,,,,"Unhinged, Buff, BETA",,"Cleric, Warlock",Scourge,,3rd-level,Divination,D,"With a single chant, a surge of prideful energy wraps around your chosen target. This incantation shields them with an aura of indomitable will, reducing the severity of blows that might otherwise pierce their resolve.

Choose one creature within range. The target gains resistance to critical hits for the duration of the spell—any critical hits against them are instead treated as normal hits.",,,,,,,,,,,"The phantom ship *Elder’s Lament* was last seen adrift in the Void Sea, its captain having invoked Cerulean Incantation of Pride in a desperate bid to escape the Hunt. The ship is still seen, sometimes, but never in the same place twice.

The very air around Cerulean Incantation of Pride seems to recoil, as if reality itself wishes to avoid acknowledging its existence. It is a spell that should not be, yet is.",,,"When casting this spell, roll a d20. On a 15 or higher: Reality trembles slightly, causing a ripple that lingers unseen.","reduces the severity of blows that might otherwise pierce their resolve, treating critical hits as n",2.0,,,,-5,,up to 1,2.0,,,,,,,,,,,,False,False,Action,1.0,Action,,up to 1 minutes,,1.0,Minutes,True,True,Self,Point,,Self,,,,,,Verbal,V,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/cerulean%20incantation%20of%20pride.png,3137214.0,,Bard
,Chef's Keen Senses,0.0,ORIO,Summons Creature,Summons Creature,SMN,"Mispelled, Utility, BETA",,"Ranger, Bard, Druid",Architect,,2nd-level,Divination,D,"Your senses sharpen with uncanny focus as your tongue tingles and your stomach hums like a divining rod. For a brief moment, you are aware of all edible food items within 30 feet—whether fresh, packed, rotten, conjured, or stolen.

You instantly know the location, type, and state of freshness or edibility of every meal, ration, snack, feast, or bite within range—even if it is hidden, obscured, or magically disguised.",,,,"At Higher Levels

When you cast this spell using a spell slot of 3rd level or higher, you also learn:- Whether any food is poisoned, cursed, or tampered with- Whether any food is enchanted, illusory, or anomalous- Whether a meal was prepared with love, bitterness, or obligation (at DM’s discretion)",,,,,,,"Early A.S.T.R.A.L. field manuals refer to this spell as Gastro- Thaumic Detection Protocol 4B. However, agents mostly call it The Lunch Sniff. Rumors persist of a rogue variant that once identified a sandwich as “sentient but indifferent.”",,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Touch,Point,,Touch,,,,,,"Somatic, Verbal","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/chef%27s%20keen%20senses.png,3137215.0,,Bard
,Chiaric Meltdown,0.0,ORIO,,,,,,"Wizard, Druid",Architect,,7th-level,Evocation,V,"You shatter the containment of pyric forces, unleashing a cataclasmic surge that liquefies matter and collapses lesser workings into silence.

The blast hammers bodies and structures alike, its radiance so intense that enchantments falter and unravel beneath it. Survivors stagger beneath the weight of the exposure, their strength leeched by lingering sickness, while the terrain itself bears the mark of having been briefly judged unfit to endure.",,,,,,,,,,,,,,,enchantments falter and unravel beneath it,4.0,,,,,,,,,,Bludgeoning,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,90 feet (30- feet radius),Radius,90.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R",a reactor coolant sample,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/chiaric%20meltdown.png,3137430.0,,"Sorcerer, Wizard"
,Chronoseal,0.0,ORIO,"Modifies AC, Affects Objects","Modifies AC, Affects Objects",MAC,,,"Wizard, Cleric",Medic,Chrono- Thanatology,8th-level,Conjuration,C,"You inscribe a sigil of absolute temporal authority, binding a creature, object, or structure within a knot of frozen moments.

Choose one creature, object, or structure within range. It is sealed in perfect stasis for the duration.
	•	While sealed, the target does not age, move, decay, or change in any way.
	•	It is immune to all damage and conditions.
	•	Attempts to touch, move, or affect it pass through harmlessly, as though interacting with an illusion, though the target remains visibly present.
	•	Time cannot be perceived from within the seal, nor can the sealed entity act or react in any way.

When the spell ends, the target resumes existence exactly as it was at the moment of sealing, with no awareness that time has passed.

Freezing a sentient creature strains the fabric of fate itself. Those who wield this magic too freely risk backlash from the deeper currents of time, as moments resist being denied their flow.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,True,60 feet,Point,60.0,Feet,,,,,,"Verbal, Somatic, Material","V, S, R","a corporate time- freeze contract, sealed within a wristwatch stuck at midnight",,,,,,,Corporate contracts must be notarized and signed before casting.,,,,Freezing a sentient entity in time induces Moderate Arcane Strain.,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/chronoseal.png,3137554.0,,"Wizard, Sorcerer"
,Cinder Veil,0.0,ORIO,,,,Damage,,"Cleric, Sorceror",Scourge,,0-Cantrip,Evocation,V,"A faint shimmer of embers rises around you, warding off the cold. Until the start of your next turn, you ignore the first 5 cold damage you would take. If you are in an area of magical darkness, the veil glows faintly, revealing your silhouette to creatures within 5 feet.",,,,,,,,,,,,,,,ignores the first 5 cold damage,9.0,,,,-5,,1,1.0,,,,,,,,,,,,False,False,Action,1.0,Action,,1 rounds,,1.0,Rounds,False,False,5 feet,Point,5.0,Feet,,,,,,"Somatic, Material","S, R",a burnt match,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/cinder%20veil.png,3137218.0,,"Cleric, Druid"
,Ciphered Message,0.0,ORIO,,,,Communication,,"Wizard, Bard, Druid",Architect,,5th-level,Transmutation,T,"You encrypt a message into a magical cipher, ensuring that only the intended recipient can read or hear it. Any unauthorized entity attempting to intercept the message sees random gibberish or hears static interference.
 
The recipient receives the message via a paranormal medium (a flickering holoscreen, whispered transmission, or ghostly text). If the message is not received within 7 days, it self- destructs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10 minutes,10.0,Minutes,,Until received or destroyed,,,,False,False,Self,Point,,Self,,,,,,"Verbal, Somatic, Material","V, S, R",a sealed letter or digital passkey,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/ciphered%20message.png,3137219.0,,"Bard, Sorcerer, Wizard"
,Clarity of the Mind,0.0,ORIO,Modifies AC,Modifies AC,MAC,"Restoration, BETA",,"Cleric, Wizard","Medic, Hacker",,2nd-level,Necromancy,N,"You carefully re-align the tangled strands of a willing creature’s mind, smoothing distortions where memory, fear, or cognition have been bent out of true. Fractured thoughts knit together, intrusive echoes fall silent, and clarity returns like breath after suffocation.

This spell restores lost memories, clears mental fog, and stabilizes neurological corruption caused by psychic overload, anomaly exposure, or cognitive decay. It removes the following conditions if they originate from such disturbances:
	•	Paranoid
	•	Frightened
	•	Stunned
	•	Compelled
	•	Aroused, if the effect was imposed through enchantment rather than emotion or will

The spell does not dispel active enchantments or magical charm effects. Instead, it halts the spread of long-term mental deterioration, such as mnemonic rot, forbidden sigil exposure, or Loom-scarring caused by containment breaches.

The mind is not rewritten. It is reminded of how it once held itself together, and given the strength to do so again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,Touch,Point,,Touch,,,,,,"Verbal, Somatic, Material","V, S, R",a data storage crystal or memory chip,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/clarity%20of%20the%20mind.png,3137393.0,,Cleric
,Cloak of the Mason’s Shadow,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,,,Ranger,Operative,,1st-level,Illusion,I,"You draw the hues and textures of worked stone and crowded streets across your form.

Your body subtly adopts the tones of masonry, shadowed alleys, and weathered surfaces.
	•	You gain advantage on Dexterity (Stealth) checks in settlements, ruins, or constructed environments.
	•	You may pass through crowds and busy spaces without drawing notice, so long as you do not act violently or create sudden noise.

To the casual eye, you are merely another shape among many, a presence lost in the geometry of civilization.",,,,,,,,,,,,,,,gains advantage on Dexterity (Stealth) checks,5.0,,,,advantage,,1,3.0,,,,,,,,,,,,False,False,Action,1.0,Action,,1 hours,,1.0,Hours,False,False,self,Point,,Self,,,,,,"Verbal, Somatic","V, S",,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/cloak%20of%20the%20mason%E2%80%99s%20shadow.png,3137564.0,,"Ranger, Sorcerer"
,Clockless Chess,0.0,ORIO,,,,"Mispelled, BETA",,"Bard, Wizard","Parascientist, Celebrity",,0-Cantrip,Conjuration,C,"Summons an enchanted chessboard where the pieces move themselves. Unfortunately, the game always ends in a stalemate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,10 feet,Point,10.0,Feet,,,,,,Somatic,S,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/clockless%20chess.png,3137224.0,,Bard
,Coitus Compulsum,0.0,ORIO,,,,"Mispelled, Sexual, BETA",,"Bard, Sorceror","Celebrity, Cultist",,1st-level,Enchantment,E,"You overwhelm a creature with powerful urges of lust and romance. The target must succeed on a Charisma saving throw or become compelled by you for the duration, deeply distracted by intimate thoughts and feelings.

Roll 1d6 immediately upon casting to determine a specific additional effect:

Roleplay Potential:
- This spell can cause considerable confusion and social chaos in delicate or diplomatic settings.
- Cultures sensitive to romantic propriety might ban or heavily regulate its use.",,,"| d6 | Random Effect (Love or Lust?) |
|---- |--------------------------------------------------------------------------------------------------------------------------- |
| 1 | The target falls hopelessly in love with the nearest inanimate object, becoming protective and affectionate toward it. |
| 2 | The target becomes incredibly awkward for 1 hour, imposing disadvantage on all Charisma checks and saves. |
| 3 | The target is overcome by romantic impulse and spontaneously proposes marriage to you. |
| 4 | The target gains a +2 bonus to AC due to heightened adrenaline but is unable to attack any creature they find attractive. |
| 5 | The target takes 1d4 psychic damage from embarrassment as they recall every humiliating moment of their romantic past. |
| 6 | A whimsical Cupid- like being appears, openly judging and criticizing the target’s romantic choices for 1 minute. |",,,,,,,,"An incomplete footnote in a partially corrupted A.S.T.R.A.L. record vaguely describes a “linguistic corruption phenomenon” causing test subjects to irreversibly blur intimacy, enchantment, and compulsion. The rest of the archive is suspiciously absent.",,,,,,,,,,,,,,,,,,,,,,,,False,False,Reaction,1.0,Reaction,when an enemy attacks,10 minutes,,10.0,Minutes,False,True,Touch,Point,,Touch,,,,,,"Somatic, Verbal, Material","V, S, R",a rose petal dipped in honey,,,,,,,,,Pleasure Numbing,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/coitus%20compulsum.png,3137225.0,,"Bard, Sorcerer, Warlock"
,Commoner's Glow-up,0.0,ORIO,"Modifies AC, Grants Advantage","Modifies AC, Grants Advantage",MAC,"Mispelled, BETA",,"Cleric, Sorceror",Celebrity,,2nd-level,Transmutation,T,"You cast a luminous veil over a creature, causing their appearance to elevate dramatically in status and confidence. Their clothes become elegant or fashion- forward (appropriate to the culture), their grooming perfect, and their posture striking. Even their aura suggests wealth, success, or nobility.

For the duration:- The target is perceived as wealthier, more influential, or better connected than they actually are.- They gain advantage on Charisma (Persuasion, Performance, or Deception) checks made to impress, manipulate, or gain favor from upper- class individuals.- Creatures of lower social standing may act deferential or assume the target outranks them.",,,,"

When cast with a spell slot of 3rd level or higher, you may affect up to three additional creatures within range. Each creature may choose a different glamor (e.g., fashion mogul, noble, executive, avant- garde performer).",,,,,,,"Originally misfiled as a peasant- upgrade joke, Disguise Glow- Up has since been used to bypass velvet ropes, crash board meetings, and seduce high- ranking officials into leaking sensitive documents.

One Concord fashion blogger noted: “It’s not fake. It’s curated.”",,,,"gains advantage on Charisma (Persuasion, Performance, or Deception) checks",5.0,6.0,,,advantage,,,,,,,,,,,,,,,False,False,Action,1.0,Action,,Instantaneous,Instant,,,False,False,500 feet,Point,500.0,Feet,,,,,,Somatic,S,,,,,,,,,,,,,,https://raw.githubusercontent.com/la-rockoteque/Vestigium/refs/heads/main/images/Spell/commoner%27s%20glow-up.png,3137227.0,,Bard
